key490739	new_value490739
key492083	new_value492083
key499779	new_value499779
key492082	new_value492082
key497592	new_value497592
key495841	new_value495841
key492077	new_value492077
key497480	new_value497480
key495395	new_value495395
key492778	new_value492778
key493739	new_value493739
key492075	new_value492075
key493254	new_value493254
key492938	new_value492938
key492068	new_value492068
key491510	new_value491510
key492959	new_value492959
key499528	new_value499528
key492064	new_value492064
key493228	new_value493228
key492052	new_value492052
key492051	new_value492051
key492313	new_value492313
key499053	new_value499053
key496005	new_value496005
key492048	new_value492048
key492046	new_value492046
key497890	new_value497890
key492038	new_value492038
key492034	new_value492034
key496365	new_value496365
key492031	new_value492031
key492025	new_value492025
key492020	new_value492020
key496660	new_value496660
key492014	new_value492014
key492010	new_value492010
key497685	new_value497685
key498915	new_value498915
key496315	new_value496315
key493156	new_value493156
key492007	new_value492007
key492005	new_value492005
key499444	new_value499444
key492002	new_value492002
key491999	new_value491999
key491998	new_value491998
key491994	new_value491994
key495610	new_value495610
key491993	new_value491993
key492768	new_value492768
key496004	new_value496004
key491992	new_value491992
key491988	new_value491988
key499576	new_value499576
key491987	new_value491987
key495210	new_value495210
key496604	new_value496604
key499619	new_value499619
key496701	new_value496701
key491986	new_value491986
key493736	new_value493736
key493099	new_value493099
key492238	new_value492238
key491984	new_value491984
key491978	new_value491978
key496725	new_value496725
key491977	new_value491977
key495323	new_value495323
key491305	new_value491305
key496876	new_value496876
key491976	new_value491976
key491961	new_value491961
key491947	new_value491947
key491938	new_value491938
key491934	new_value491934
key491931	new_value491931
key498695	new_value498695
key495504	new_value495504
key491929	new_value491929
key491926	new_value491926
key491924	new_value491924
key496487	new_value496487
key492942	new_value492942
key491914	new_value491914
key491913	new_value491913
key491910	new_value491910
key491909	new_value491909
key499897	new_value499897
key498106	new_value498106
key497550	new_value497550
key491907	new_value491907
key495853	new_value495853
key494618	new_value494618
key491905	new_value491905
key491902	new_value491902
key496981	new_value496981
key491272	new_value491272
key490711	new_value490711
key491901	new_value491901
key494148	new_value494148
key492435	new_value492435
key494012	new_value494012
key491898	new_value491898
key491897	new_value491897
key499238	new_value499238
key494301	new_value494301
key491895	new_value491895
key492404	new_value492404
key491891	new_value491891
key498149	new_value498149
key491414	new_value491414
key497491	new_value497491
key494154	new_value494154
key491889	new_value491889
key493758	new_value493758
key491886	new_value491886
key491883	new_value491883
key494724	new_value494724
key491879	new_value491879
key491178	new_value491178
key491871	new_value491871
key491869	new_value491869
key490802	new_value490802
key497101	new_value497101
key491098	new_value491098
key496282	new_value496282
key494550	new_value494550
key492272	new_value492272
key491867	new_value491867
key495295	new_value495295
key495798	new_value495798
key491863	new_value491863
key491862	new_value491862
key491857	new_value491857
key497621	new_value497621
key491849	new_value491849
key494406	new_value494406
key491845	new_value491845
key493580	new_value493580
key497565	new_value497565
key497271	new_value497271
key491838	new_value491838
key491836	new_value491836
key497669	new_value497669
key492376	new_value492376
key491835	new_value491835
key491832	new_value491832
key491828	new_value491828
key499817	new_value499817
key491822	new_value491822
key496244	new_value496244
key491820	new_value491820
key491817	new_value491817
key493395	new_value493395
key491815	new_value491815
key491798	new_value491798
key491794	new_value491794
key497061	new_value497061
key491544	new_value491544
key497096	new_value497096
key491793	new_value491793
key491792	new_value491792
key495787	new_value495787
key491842	new_value491842
key491784	new_value491784
key496650	new_value496650
key491774	new_value491774
key491765	new_value491765
key492050	new_value492050
key491748	new_value491748
key491737	new_value491737
key491736	new_value491736
key494371	new_value494371
key495242	new_value495242
key491733	new_value491733
key491728	new_value491728
key491726	new_value491726
key492136	new_value492136
key496087	new_value496087
key491725	new_value491725
key496556	new_value496556
key491716	new_value491716
key491715	new_value491715
key498917	new_value498917
key493130	new_value493130
key491711	new_value491711
key491710	new_value491710
key495218	new_value495218
key499551	new_value499551
key492836	new_value492836
key491708	new_value491708
key498727	new_value498727
key491694	new_value491694
key491688	new_value491688
key491679	new_value491679
key492001	new_value492001
key491674	new_value491674
key494408	new_value494408
key492019	new_value492019
key491669	new_value491669
key491656	new_value491656
key491655	new_value491655
key497217	new_value497217
key499535	new_value499535
key495864	new_value495864
key491654	new_value491654
key493496	new_value493496
key491647	new_value491647
key491645	new_value491645
key498591	new_value498591
key491624	new_value491624
key491623	new_value491623
key498886	new_value498886
key496594	new_value496594
key491619	new_value491619
key491618	new_value491618
key499565	new_value499565
key494721	new_value494721
key497588	new_value497588
key491617	new_value491617
key491613	new_value491613
key499727	new_value499727
key491612	new_value491612
key498295	new_value498295
key491609	new_value491609
key494444	new_value494444
key497818	new_value497818
key491604	new_value491604
key498536	new_value498536
key495379	new_value495379
key498230	new_value498230
key491602	new_value491602
key496175	new_value496175
key491599	new_value491599
key491597	new_value491597
key491699	new_value491699
key498755	new_value498755
key491592	new_value491592
key499377	new_value499377
key492364	new_value492364
key495694	new_value495694
key491590	new_value491590
key497857	new_value497857
key491589	new_value491589
key495456	new_value495456
key491586	new_value491586
key491585	new_value491585
key492053	new_value492053
key491583	new_value491583
key493734	new_value493734
key491564	new_value491564
key496846	new_value496846
key493755	new_value493755
key491559	new_value491559
key491555	new_value491555
key498103	new_value498103
key491551	new_value491551
key491548	new_value491548
key497743	new_value497743
key491530	new_value491530
key491529	new_value491529
key492155	new_value492155
key497632	new_value497632
key493891	new_value493891
key491521	new_value491521
key497177	new_value497177
key491520	new_value491520
key498188	new_value498188
key492455	new_value492455
key498469	new_value498469
key498277	new_value498277
key493902	new_value493902
key491519	new_value491519
key496304	new_value496304
key491516	new_value491516
key491512	new_value491512
key494321	new_value494321
key491506	new_value491506
key492913	new_value492913
key491505	new_value491505
key491493	new_value491493
key497555	new_value497555
key493205	new_value493205
key499508	new_value499508
key491065	new_value491065
key493385	new_value493385
key493008	new_value493008
key490895	new_value490895
key495416	new_value495416
key495659	new_value495659
key491487	new_value491487
key494383	new_value494383
key491486	new_value491486
key491477	new_value491477
key491472	new_value491472
key492799	new_value492799
key499667	new_value499667
key492030	new_value492030
key491468	new_value491468
key494143	new_value494143
key493503	new_value493503
key491466	new_value491466
key491662	new_value491662
key491465	new_value491465
key491460	new_value491460
key491458	new_value491458
key491980	new_value491980
key491456	new_value491456
key491455	new_value491455
key495792	new_value495792
key499938	new_value499938
key491454	new_value491454
key491446	new_value491446
key499211	new_value499211
key491964	new_value491964
key491224	new_value491224
key491434	new_value491434
key497537	new_value497537
key491432	new_value491432
key498099	new_value498099
key495188	new_value495188
key491430	new_value491430
key496468	new_value496468
key491429	new_value491429
key491410	new_value491410
key496746	new_value496746
key495088	new_value495088
key492501	new_value492501
key491404	new_value491404
key491423	new_value491423
key499563	new_value499563
key491402	new_value491402
